Review-Body,label
worst camera ever,1
excellent product,1
normal features and normal phone,1
i bought bifrost blue which looks attractive and feels well in hand,1
realme narzo,1
look is very good,1
love the performance,1
nothing to dislike,1
worst,1
good,1
fingerprint,1
fines,1
awesome mobile,1
front camera is very poor,1
i am really excited to this mobile,1
likes,1
good product,1
nice phone with affordable price,1
i want you can provide best quality of camera,1
good phone battery is awesome but when it has lots of apps its lags sometimes,1
good features,1
good,1
best phone,1
good product,1
beautiful smartphone,1
the phone is good looking with the best features,1
nice mobile if you want by on offer then contact me,1
good fone,1
excellent product,1
good buit quality,1
great productsmooth working,1
super,1
better for this price,1
you cant connect to,1
good,1
nice pic,1
best photos,1
best phone ever i,1
good,1
decent,1
real me cell is nice,1
awesome,1
the media could not be loaded,1
buy it again,1
battery life or camera quality is best,1
beat,1
i don,1
don,1
goo product,1
to start of with mobile has medicore camera with a quality of mobiles in,1
i bought this phone,1
excellent,1
best mobile,1
good smart phone in low budget,1
bad quality camera,1
posting review after,1
i first when ordered decided to cancel it after reading reviews but foubd it to be excellent after delivery and was superb quality,1
good quality and service,1
nice product as well as packaging,1
nice phone,1
camera quality is very poor,1
because,1
camera quality good,1
value,1
finally good phone,1
redmi,1
camera quality it,1
complete dislike,1
battery backup good,1
camera quality very poor company saying,1
nice mobile for evar,1
fone is getting hang again and again,1
worst mobile don,1
v good,1
i like this phone why because low rate lots of benefits,1
nice product,1
sab kuch thik thak h accha chal rha h koi problem nahi and jis ko lena h vo ab to,1
very bad purchase,1
camera quality is not good,1
phone was nice but battery back up very low,1
excellent product,1
it,1
nice product,1
camera no good,1
superb,1
it,1
the phone processor is awesome and phone weight less when compared with other models in oneplus,1
the media could not be loaded,1
very good product,1
the phone is stopped working the next day to the last return date and can not return the product,1
very bad product,1
good products,1
rs loss,1
ringtone volume very slow,1
ok,1
batary condition very lo,1
very sturdy phone,1
performance is not what we expected and specified,1
light weight and back side design is good and gives premium feeling,1
i have used this phone for one week now till now i have experienced phone is having good long lasting battery,1
sorry to say that defective product,1
it is a very good mobile for regular use,1
battery life is really good,1
just heating issue with phone and charger while charging,1
smartphone is good,1
it,1
under the budget single speeker android,1
this phone hang problem and battery drain and hiting issue please don,1
excellent,1
the media could not be loaded,1
good,1
started heated after,1
superpower aitam this product best quality best veraty best quietly battery power supper fhichar best camera,1
good mobile in this price other phones in this features very costly that means compared with other mobiles nearly below,1
i like one plus nord,1
value for money,1
the media could not be loaded,1
musice wise it is not perfect,1
this is not a c pin mobial,1
good,1
good product,1
good,1
all are very better,1
great phone but should have c type charger and sim change option in short cuts like a,1
this price mobile is very good,1
good phone,1
this product is waste of money and it doesn,1
purchased this as a standby phone,1
worst mobile ever i used i have sold it back to another person no resale value,1
oppo,1
always network issues,1
don,1
i bought this phone for,1
overall a best mobile in budget,1
very good phone,1
camra quality is too poor,1
mobile is so good,1
unable to charge,1
not value for money very worst mobile ever in my life in few days mobile becomes hanging,1
camera not good,1
i liked so much oppo a,1
nce phone,1
excellent,1
i like all features except screen resolution and non available of auto call recording option,1
nice mobile,1
display is not working kindly replace,1
fond an issue in contact search,1
app search not working properly,1
battery draining little bit sad,1
the media could not be loaded,1
no anything that dislike,1
very poor product slow processor and touch also doesn,1
very nice,1
very good quality,1
it,1
overall good phone in this price segment,1
camera quality,1
i got my product delivered on,1
with in,1
theek hai,1
everything is awesome,1
writing this review after,1
it,1
very heavy mobile,1
very good phone in less cost,1
superb,1
nice mobile,1
ok,1
the media could not be loaded,1
battery life is awesome,1
phone hang and slow,1
battery charging takes more time,1
very good product,1
it,1
i bought the phone in february but the charger of this phone is very bad,1
very satisfied for delivery,1
very good,1
hinging problem continue,1
not providing gst bill please don,1
no finger deducted,1
killing looks,1
in this price samsung a,1
mobile is strucking,1
average product,1
not as expected,1
like,1
nice,1
not bad product,1
i have have used for,1
wonderful one,1
bad mobile,1
finger print is ok but the camera quality is too bad,1
nice phone,1
very bad quality,1
nice product,1
camera is not too goodscreen is not super bright,1
nice mobile in budget,1
hanging and phone slows,1
idem phone ra nayana,1
very good mobile,1
nice,1
don,1
people can avoid this phone as the basic requirement of calls is not anywhere close to desired level,1
received mobile on,1
the media could not be loaded,1
hanging issue,1
amazing,1
camera is amazing,1
nice product,1
battery life is not that much good which i expected,1
please don,1
nice,1
calulettar nai hai notification mai outo call recorder nai manual li karna padata call recording,1
better battery life best in class,1
i love it,1
oppo a,1
very good,1
value of money and light weight,1
front camera not good,1
good bettery nice camera,1
mast hain,1
gud,1
good,1
good,1
best mobile,1
amazing product and value for money,1
nice product,1
even if the mobile data is off,1
nice working with battery backup,1
very good,1
very good,1
happy with the product,1
excellent product,1
good performancce phone with good battery performance,1
pretty good phone in budget got it for,1
decent camera,1
fast charginglag free interfaceworks like charm,1
must buy,1
love this mobile,1
best camera,1
very good,1
display is superb,1
this is really unique phoneunder this price,1
all is well super,1
display quality is best under this price,1
product delivered was used and has password locked already,1
nice,1
battery is good,1
good picture quality,1
supper,1
best at this price,1
superb mobile,1
charging issue service center response is very bad i am not happy,1
all fine,1
hopless products not satisfied having problems in a year not recommended i want to change my phone it is in warranty you can let me know not happy,1
best phone in budget,1
camera quality not good as a expect,1
camera quality should be improved for better pics,1
good productnice phonewe,1
good,1
money oh value,1
like it,1
awesome,1
i loved it,1
phone camera bakwas,1
good quality and best phone to use,1
super,1
all right,1
good hand set,1
good,1
good product,1
heavy duty phone,1
good review,1
like,1
good quality,1
yes,1
worst phone ever,1
top class quality best camera quality and good battery backup and best processorand best colour and design with shade,1
this price of this phone is too good,1
all over is good but only,1
mind blowing good product very good camera and senset display full good and function and video good and lovely look,1
affordable price with good features,1
very very very nice qualty of everything and have amny many many many good feayures of this phoen,1
okk,1
all things are awesome thanks,1
hi,1
all are good,1
best buy at this price,1
good mobile,1
very very very nice qualty of everything and have amny many many many good feayures of this phoen,1
awesome product quality,1
camera quality is very bad,1
nice one,1
best deal usefull phone and all that comfortable smartphone,1
i didn,1
overall mobile is good for daily usage but for gaming gyroscope has delay not suitable for gyroscope players,1
no,1
front camera is not working properly,1
not price worthy,1
velu for money,1
heyhighly recommend if you are a buddha or buddhi but if you are young go for any,1
phone is too bulky when it has a cover,1
best budget phone,1
best quality,1
camera is not good,1
there is no backcover present in the box worthless service from amazon,1
the media could not be loaded,1
product is good but accessory one item missed handset,1
ok ok camerabody disagreesome high bulky mobilenot up markprice regards,1
want to say in short,1
the photo quality is worse compared to any phone in this budget,1
camera quality not,1
review after five months usageha it is ok type not that good or best oneif you play games not preferred but for normal users might be goodbatter life ok,1
battery performance not good,1
performance,1
good for rough use,1
the media could not be loaded,1
front camera is not working in new phone i bought it yesterday,1
phone is good except below average camera,1
not recommended,1
after,1
camera quality not upto mark,1
i purchase mobile but not any profit,1
gifted to someone,1
ok,1
all features are good except camera,1
redmi mobile is decent,1
screen quality is not upto the mark,1
good,1
camera is not clear as,1
amazing,1
good,1
varry low quality camera pictures quality varry low,1
display is not great,1
good product,1
amazing,1
very worst mobile do not purchase it,1
if you are a selfie lover,1
all good but camera needs to improve,1
phone is good for normal use,1
camera quality is not good,1
screen quality is very bad,1
like this,1
camera quality,1
cost is high,1
cmmera front given,1
bad phone in all redmi phone,1
poor camera and sound quality,1
cheapest phone ever,1
one of the best mid budget phone,1
selfi,1
camera qulity is very bad,1
i have buy this but not fast charger it normal charger so not good,1
the media could not be loaded,1
i like you,1
product was very bad,1
redmi don,1
mobile have many problems facing in use of,1
not a good phone at all,1
customer service is very bad,1
camera picture is very low like,1
finger print reader phone battery and camera also so good,1
good not best,1
phone is looking good but there is a loudspeaker problem,1
barrety and camera sab se gatiya haiis jayada gatiya quality nahi milegi or mobile main,1
problem in screen and batteryno refund or no warantyuseless phone,1
don,1
good,1
better than better battery backup and camera and fingerprint,1
amazing,1
it is a fine phone,1
mobile was used for few hours and it got dead,1
nice phone,1
camera quality is too bad,1
nice product,1
good at this price range,1
nice,1
good quality,1
as a student,1
ok,1
v good,1
no,1
nice product,1
good,1
good,1
good price,1
phone is super,1
nice mobile,1
nice product,1
excellent performance,1
battery is ossm and display is good,1
and over all good,1
average product,1
mobile camera quality is good,1
night mode click,1
using for online study,1
super product must buy it fast delivery,1
excellent,1
superbbb,1
outstanding,1
its good phone compare to other competitors,1
awesome,1
nice product,1
good performance super activitythis phone is large batterybest camera nice pictures nice videocalling function goodnice looking,1
other app given,1
this product is amazing i never thought it would be such an marvellous creation,1
good,1
awesome products,1
good,1
good,1
amazing mobile phone in a budget,1
every things good except,1
the media could not be loaded,1
overall value for money super quality phone in this price,1
all are found ok but my mobile automatically bend,1
value for money,1
camera quality is good,1
goodsew,1
best in quality good sturdiness and easy to clean and clear very good to use proper management and for daily use,1
another outstanding phone,1
battery backup very good,1
nice one,1
i,1
nice camara and battery backup,1
excellent features i like it,1
thanks,1
nice good,1
excellent,1
my first mob from amazon having very bad experience as it,1
nice mobile,1
realme mobile is good,1
nic phot,1
nice phone good camera and sound quality fast charing nd many more features at ds price,1
v,1
good,1
you can think about it,1
the media could not be loaded,1
good mobile,1
good mobile,1
if u search a smart phone so,1
there is lcd display not like,1
great,1
good,1
liked it very much,1
everything is perfectly working,1
ek no,1
fingerprint is good,1
ample storage for my parents,1
camera very good,1
nice,1
best for daily use,1
super,1
great phone,1
excellent phone,1
good phone in best price,1
good,1
nice,1
best phone,1
good,1
best quality mobile,1
i want same product at same price again,1
good battery,1
battery is good video recording os average and camera is not up to the mark but i had required,1
good phone in this budget,1
received good product with sealed condition,1
best mobile phone,1
it is perfectly for the cost,1
nice,1
nice product,1
the media could not be loaded,1
must buy product and phone works fine,1
just go for it good product,1
everything is fine,1
mobile purchased on,1
overall good pakage in,1
redmi,1
very nice quality phone,1
good and best ever,1
mobile is excellent,1
happy,1
like it,1
super,1
nice,1
camera quality average,1
worst phone,1
super,1
thanks,1
good,1
within,1
excellent phone,1
i like it and storage,1
the phone camera is clear,1
nice,1
good,1
worst,1
product is awesome nice color and nice look,1
we need a display resolution upto,1
very good product,1
i like this product,1
exclent phone,1
camera is a bestand back look smartphone is very letestand battery charging in,1
mast mobile hai kk,1
camera was nice with better revolution zooming level is excellent,1
thanks,1
best in quality,1
never used this amazing phone after my use iphone,1
everything is excellent,1
display is not working properly,1
great phone in this price,1
over heating ke baad lag kara hai,1
battery back up is very poor,1
the best,1
decent phone,1
good looking,1
the media could not be loaded,1
good,1
good,1
good,1
getting too much even not using internet,1
i have buyed it for my mom,1
best battery backup,1
very good mobile,1
nice,1
good,1
nice,1
one plus my favorite phones but hitting poublam,1
below average,1
good product,1
bad quality,1
it started hanging after use of,1
good phone in this price,1
i give,1
make fun with one plus brand this phone like just an android phone mi like,1
its just okwith the name of one plus its not good mobile and as compare to other oneplus phone its poor performer,1
need updates and improve camera quality,1
the media could not be loaded,1
nice product,1
phone is good but cost is not justified,1
overall good budget phone by oneplus,1
phone is hanged,1
battery issue problem,1
mobile good,1
third class mobile and third class service,1
delivered but no handset in the box as in description there is mentioned handset but in the box there is only mobile and power usb,1
most beautiful and good looking smartphone oneplus nord ce,1
touch response is very fast,1
nice,1
battery doesn,1
phone is not good,1
slow performance,1
the front camera is bad,1
very good battery,1
i ordered dis product,1
the media could not be loaded,1
return policy khatm hone kebad dusre din hi ye kharab ho gaya hai ise mat kharidana dosto mere se galti hui hai aap mat karna,1
replace my phone,1
fingerprint is superfast,1
mobile sttucked and not working properly please arrange for replacement,1
overall phone experience is too good delivery on time,1
amazon best platform form to buy produts,1
i like to divide the review in different segments and rate them,1
best mobile phone this price range under,1
front camera quality is not good,1
the secret is very poorly lit,1
don,1
medium phone having battery life less,1
everything is good in this phonemust buy from amazon,1
good,1
good,1
bast fon,1
average,1
good mobile phone,1
good,1
excellent build and os quality,1
value for money,1
nice product,1
perfect phone in the price range,1
very good product and havey,1
one plus nord ce,1
not value for money in any aspect,1
use less phone,1
good phone,1
good phone,1
i just loved it,1
worst mobile ever,1
amazon is a very good,1
such an amazing product in this price range by oneplus,1
best,1
good product,1
good,1
i want return as it is not audible calls,1
bad phone not we,1
good buy,1
battery charging time is more than other mobiles phones,1
battery life low but screen quality nice,1
only good,1
great product,1
so bad qualityuseless phonevery bad screen,1
nice phone with brand value,1
connectivity problem,1
average,1
the media could not be loaded,1
i dont like camera quality and display also,1
awesome phone,1
very good product with excellent camera quality,1
exellent,1
superb mobile as desire,1
very nice,1
good,1
good,1
all good,1
please don,1
poor quality,1
good,1
good product,1
camera not good quality of product,1
most worst mobile of one plus,1
earphone and screen protector is not available,1
loved this phone very much,1
worst product i buyed,1
like,1
i had a problem with the description printed on the invoice that i received after buying,1
i like this phone,1
battery life should be more improved,1
i disliked the product,1
so lovely pic,1
osssamm piece,1
good,1
bhot hi bakwas phone hai jab bhi video banane lagi tabhi hit ho jata hai or video ko rokna padta hai agar nahi roko to massage flash hota hai ki your phone too heat,1
good,1
totally waste of moneycamera quality very bad,1
excellent product,1
good,1
bettery back up to very very poor,1
only pessa wast krna he one plus ce,1
best from realme go for it,1
very poor sound qualityvery poor camera qualitymany technical glitches in daily use,1
charge karte waqt mobile heat ho jata hai,1
never expected this quality at this price,1
for the first time it feels good,1
nice product,1
very nice,1
battery backup is not good when we use streaming video it is heating much more than usual,1
regular use,1
nice,1
it,1
all looks good please make sure you give all item with it,1
paisa vasool,1
camera clarity is not so convincing,1
phone performance is very satisfactory,1
in this budget segment,1
nice,1
g network connect issue in narzo,1
my father had bought redmi,1
everything is fine but battery life is not as expected,1
awesome phone with great features,1
fingerprint and battery is just good not very good,1
good phone,1
great performance at this price range,1
waste of money,1
phone is getting heat when we charge and item is missing hand free and it,1
camera quality is so poor it says,1
do not waste your money i recieved this phone on,1
liked it and i am really impressed,1
abhi to thik he but battery backup or finger me thoda problam he seka koi upaye bataye hme taki hame lush benefit mil ske dhanywad aapka aabhar,1
good,1
it,1
display blinking during calls,1
amazing,1
about battery not expected that would i am thinking,1
very poor not working,1
nice,1
great service,1
heating while charging and if use continue,1
not good as previous oneplus models,1
cameradisplaytouchselfi canperformance,1
very nice quality,1
its work very slowly,1
super,1
good mobile phone,1
good camera phone under this price over all value for money and also brand just go for it,1
great,1
fingerprint is good face unlock is very nice,1
excellent phone,1
good,1
nice,1
worst product ever,1
nyc performance,1
thank,1
likd it,1
nice phone,1
i have use this phone for,1
everyone who want this phone just go for it,1
when you compare with samsung m,1
firstly would like to say thank you so much amazon for quick delivery,1
fingerprint sensor not working as expected,1
hang too much,1
good,1
overall it,1
very good product,1
good products and phone best battery,1
nice,1
i made the switch from my samsung m,1
oppo a,1
average using good phone but camera quality is so poor and phone is bulky also,1
heat up when charging or bluetooth is being used and sometimes gets random heat up,1
there is terrible lag in the feedback,1
good,1
always good,1
superb,1
repeat,1
it,1
back,1
hi,1
verry good,1
phones camera is pathetic,1
battery life good,1
good phone from one plus in mid range,1
nice but not excellent,1
pros,1
best phone with low cost,1
positives,1
raddi phone,1
battery very bad,1
average phone,1
i have received this mobile with charging accessories,1
nice handsets,1
camera quality,1
sound not clearsignal problemwastage of money on amazon,1
best camara,1
when battery is charging it,1
using for almost,1
battery backup worst and mobile worst,1
good one,1
thank to oppo i got a best phone my all last phone,1
like,1
best mobile phone under this price,1
phone is no doubt smooth but after a month usage i think the camera is really absurd,1
ok,1
looks fantastic,1
superb,1
very good product,1
battery charging is down very frequently,1
nice,1
back camera sirf ek hi chal rha hai baki show peace haicharging,1
good,1
good mobile,1
reasonably good phone in the budget,1
i have just received the product and by seeing the same feels like its good,1
not charging properly and heating problem,1
everything is fine except charging,1
good,1
please don,1
good on all parameters,1
super,1
the camera quality is not very good i can,1
best phone superb design and colour and performance is so good,1
amazing,1
good product,1
excellent,1
average phone,1
nice mobile,1
here are some important points that i noticed about the smartphone,1
very good phone,1
worst product,1
very good phone,1
light weighted,1
very good,1
camera is not up to the mark,1
not satisfiedsim,1
to much time for charging its take minimum,1
amazing,1
good,1
excellent,1
i have used the phone more than,1
cool,1
very good,1
battery good,1
i literally dislike to post any such dislike observed in this mobile during my use till date,1
sometimes it,1
we cannot hide the apps,1
worth for money fabulaus phone but not include ear phone inside box,1
product is very good,1
all good,1
overall good phone but camera is decent performance superb,1
product service at oneplus store is not good,1
ok,1
if you are a mi or redmi or samsung mobile user in past or current and plan to switch realmi phone,1
dislike,1
display not work profar,1
good,1
phone is great and cool and it,1
good one,1
every thing is good but price range is little bit high,1
the media could not be loaded,1
best phone in this price range everything is good,1
the media could not be loaded,1
amzing backup,1
good,1
i am not able to downlode the invoice pls help me,1
very bad product and lose of moneyno refund policy,1
product is not so bad and not so good just ok okit need some upgrage like camera and etcprocesser is also very slow as per the other brand in this price range,1
it,1
okpiece,1
good,1
super mobile,1
good product,1
good,1
don,1
bought this for my mother on the day of the launch,1
nice phone,1
very good,1
it,1
the media could not be loaded,1
fall in love with dis phone,1
i really happy fully satisfied with this phone at lowest cost which upi can get at with every feature you want in phone especially cam clarity no words,1
dislike,1
coming the lineing in phone,1
good,1
bettery isu,1
charging problem not fast charging too slow charging,1
hang hota h,1
good,1
west product,1
good one,1
na,1
mobail not a fast,1
good,1
no gaming phonecamera is super,1
feeling loved with oneplus,1
good at every aspect,1
good,1
camera quality kharab hia aur bahut slow hai,1
battery life is very poor,1
excellent phone with power packed performance,1
i like thise phone,1
very good phone all features are good but heat very fast while charging mode,1
good,1
good mobile but battery life low,1
excellent product and amazing fast delivery thank you amazon see you soon again,1
network connection is not working,1
excellent phone thank u sooo much amazon,1
good one,1
touch working better but battery life to poor,1
good quality and easy to use it,1
the phone is only beautiful from outside because the camera result is very poor in comparison with other brands in same price range,1
very poor picture quality,1
all are very good,1
camera below expectations display average charger is not working as expected,1
battery is no longer time,1
the camera reminded me of vga camera phones,1
worst phone cant buy,1
bad productso many problems,1
excellent and value for money,1
not optimam level,1
best in prise,1
best phone in this price range,1
not more features,1
i like the price as it,1
price rises not comfortable,1
totally money waste na camera proper work karta na video call hota h pehle din se hi phone hang ho raha hai,1
battery drains soon,1
very worse phone,1
fabulous and outstanding product i,1
very bad phone,1
good performance,1
good phone,1
box inner no handset,1
ok,1
perfect phone,1
nice,1
all is ok and,1
temperature mostly hot very bed quality please don,1
lead not available,1
the media could not be loaded,1
just after using few months display got broke and customer care always have reason to take full price even though it,1
overall good,1
very good,1
version kindly provide,1
very good mobile all r nice,1
poor farformance bad phone,1
speaker quality is so poor,1
there is no headset,1
all good but battery drain very fast,1
previously i used redmi note,1
value of money,1
in this phone little lagging issue,1
amazon does not have a mobile headset in their product details,1
i can,1
everything is good but not excellent,1
very nice product,1
nice mobile with reasonable price,1
nice,1
the touchscreen stopped working after,1
the media could not be loaded,1
love it,1
amazing,1
good,1
superb phone with this price,1
nice phone,1
it,1
good,1
please improve the battery quality,1
product was superb,1
very good phone,1
nice,1
mobaile is very soft working,1
i personally liked it,1
nice phone,1
there was no charger and earphone in the box,1
nuce,1
very nice,1
kidu,1
best camera,1
awesome mobile at this rate,1
giod,1
don,1
beautiful mobile,1
nice value,1
within,1
good,1
the media could not be loaded,1
i just bought this phone,1
battery backup was good mind blowing purchase,1
camera,1
nice but selfi is not that clear,1
good processor,1
good mobile,1
must,1
good product,1
good,1
nice,1
very very good product,1
like,1
camera quality is very nice,1
it,1
awesome mobile phone,1
good,1
value for money,1
good product,1
battery camera sab kuch behtar hai tach silver hai,1
nice,1
not good hank,1
such a good mobile,1
i like it,1
nice one with low budget and good features,1
best,1
nice,1
i,1
easy to use,1
good phone for gaming,1
good product light wight value for money good camera best phone,1
like it,1
osm set,1
i love to use it,1
nice this ph,1
good value for money,1
good features,1
i like this mobile,1
i purchased one plus nord ce,1
this mobile full hd is very well but miss it,1
nice mobile,1
the media could not be loaded,1
all products is very good,1
all good,1
value for money,1
good,1
good products heavy duty,1
overall performance of the mobile is good but the battery discharge of the mobileis average,1
no,1
speaker sound burst so i order for replacement,1
rate ke accordingbrand naam ki cheez thik hai,1
picture quality is very good,1
but i think battery performance is not soo good,1
very light weight and easy to handle,1
fingerprint not working,1
best in price or class,1
after,1
got the product delivered as advertised and in a perfect seal pack condition,1
poor,1
nice phone,1
good,1
camera quality is not good,1
value for money product,1
good,1
the media could not be loaded,1
super sexy hot phone,1
very good phone in this range,1
with in a month motherboard problem very bad dont buy it,1
worth for money,1
love it this phone,1
the phone look is good only,1
excellent,1
it,1
good product,1
excellent i love it one plus,1
overall ok,1
this product is very nice but sound quality is not good,1
camera is good,1
good mobile,1
very good,1
battery is too good,1
very nice,1
poor batterypoor quality of photo,1
best in this price camera was best i loved it,1
screen quality super camera is good,1
just good,1
it meets all expectations from market standard and works fine for few months,1
ok,1
very poor performance,1
camera average,1
feeling good,1
every thing is awesome except battery,1
decent phone for normal use,1
excellent,1
good deal in this price segment,1
super,1
phone looking nice,1
jio to jio vedio call feature not working i replace again after replacement i got new mobile without having jio to jio vedio call and if i confrence more than one people my voice is not audiable for other,1
worst phone couldn,1
good mobile,1
picture quality is little low compared to other phones as xiaomi,1
i am a basic mobile user and according to me this mobile suffice my all requirements,1
very good,1
pattern lock not available,1
nice product,1
nice phone of,1
battery life is very good nd picture quality is very clearly display touch screen is very first in opp mobie,1
low quality,1
very good product,1
very smooth,1
awesome,1
good,1
yes,1
good,1
very good,1
i am a forever oppo customer,1
good battery backup,1
i bought this phone for my mother in law,1
battery life is great and rear camera is good according to price and selfie camera is average that,1
good,1
very nice phone,1
awesome camera,1
heating up even for moderate use,1
friends don,1
all people purchase oneplus nordce,1
i have purchased this product,1
gd,1
delivered on,1
i want to replace this,1
camara,1
worth,1
good picture quality,1
bestest,1
very bad phone,1
battery performance poor,1
looking so bettercamera bahut achha to nhi h but bahut kharab bhi nhi h,1
i noticed only one issue with this device is not connecting with android auto to my nexon,1
camera quality downgraded and the display is not upto the standards of amoled,1
like,1
good,1
worst phone,1
what was the exchange,1
camera quality is worst,1
okay,1
nice,1
i got this product for,1
used phone they give it to me,1
best mobile at low price,1
nice mobile in reasonable price,1
like,1
don,1
battery charging time tooo long,1
i like features,1
good,1
very good phone,1
the phone gets slow within,1
phone is having sound issue,1
back camera,1
it takes,1
provided me damaged product,1
battery is not good,1
not good,1
hang problem and slowly oparate it,1
everything is good mostly color is very nic,1
good,1
very good,1
a good product from oneplus only issue i face that it heats during summer while gaming,1
super performance,1
very nice,1
very good smart phone,1
have used this heavy and battery has supported super,1
good,1
very nyc phone and image qualtiy is too good,1
product is up to mark,1
returned twice as this phone is faulty,1
not good,1
worth for money,1
this product is not satisfied heating problem and sound quality is not satisfied,1
a good mobile phone according to its cost,1
product is good but i was booked oppo a,1
good phone,1
one more faulty product in amazon,1
it,1
phone is not so good as wasted money,1
ok,1
good,1
heavyweight overall good product in this range,1
it,1
good,1
good,1
my,1
mobile heating issue,1
v good,1
this phone was just amazing in this price you can,1
battery life is so good,1
the phone is very flimsy and the camera quality is the poorest i,1
mobile is good at price of,1
mi didn,1
not ok,1
nice,1
camera quality totally zero in,1
i like this phone,1
the media could not be loaded,1
product not good,1
very good item,1
goob product,1
display in this budget is very goodspeaker are loud enough with streao effectprocessor is good for light gamingall the ports are availablebattery is enough for one day with heavy usagecharger is fast out of the boxcamera is little bit disappointing not optimised well,1
hotspot kaise ayega,1
cost should be high but quality of camera,1
mobile hanging after,1
over heatingwaste of money,1
sometimes stop app suddenly,1
low ranges,1
very nice,1
camera is not so good,1
i purchased this phone my my mother,1
good,1
the media could not be loaded,1
i am satisfy with this mobilespeaker are pretty loud they are,1
battery life beri good,1
amazing,1
selfie,1
don,1
good product,1
amazon prime all team ko dhanyvad thank you mobile phone bahut hi sundar aur shandar behtarin majboot hai tikau hai lambi samay tak dikhao hone ka sambhavna hai jay gurudev mangal kamna karte hain naye varsh ki aap sabhi ko frame amazon ko naye varsh ki dher sari shubhkamnaen mangal kamna hai dhanyvad,1
nice dual speaker,1
this phone is awesome by its camera,1
good product,1
ye phone koi bhi na lo,1
very bad phone from mi redmi series,1
quality,1
the media could not be loaded,1
fingerprint reader is there,1
its amazing,1
totally dislike dealing,1
masterpiece in just some penny,1
super mobilein mid range mobileall attractive featuresmostly camery is perfectdesign also goodoverall perfect mobileworth for money,1
features is good,1
he is very good quality thanks to amazonvery nice redmi phone bettery is amezing,1
display not that much of brightnessremain all good,1
don,1
quite good product,1
one of the best,1
yes like it,1
network problem hainet work nhi karta he bahut hi silo chalta he hang bhi hota he,1
the phone is really good,1
worst camera,1
nice mobile but camera result not fine,1
good,1
many best productcamera quality is very bad,1
not match my expectations,1
quality hearing speakers,1
good product,1
best for it,1
within,1
awesome product,1
i like the battery endurance the most but camera performance is moderate at best,1
camera quality is not goodbattery life is not good,1
i did not like the product while using phone getting heat n not good pls don,1
awesome,1
good,1
nice,1
good,1
macro camera is extremely poor,1
excellent performance,1
camera quality below averagepoor phone,1
overall performance,1
worst processor,1
camera quality low,1
good,1
bekar phone hai,1
battery life is long with fast processior but camera is fine overall good product for daily use but if you need better camera phone so this phone not for you,1
battery life of the nord is not better it,1
phone screen stopped working just after a minor shock,1
for the first time,1
good communication,1
it is a very poor phone,1
good product,1
after,1
picture quality and video is very good,1
camera quality is too poor,1
back camera and battery life,1
the media could not be loaded,1
the camera stands out and is a bit better when compared with a vga cam on a feature phone,1
everything is as expected,1
i like it,1
good,1
waste product,1
i didn,1
camera not clear,1
if you are one plus fan then just to remind you this is like their first copyit would have been better to buy redmi or oppo plus in this amountone plus is one plus only when mobile cost is,1
not at all satisfied with the mobile,1
an oppo phone being sold as one plus,1
good,1
mobile phone is good but unhappy with amazon service,1
all purpose,1
i have complain many times to amazon from the date of receiving mobile that i am getting heating issue in this mobile but no one resolve the issue and return policy date is over now i can,1
very good,1
good,1
the media could not be loaded,1
on just,1
this phone is not really stand in the line of oneplus series,1
so many option are either missing or not user,1
battery backup is good and camera is better,1
battery,1
good productiononly cheap quality camera otherwise,1
happy with phine performance,1
superb mobile phone at this range worth it,1
value for money,1
very good,1
very good,1
i got,1
finally nice product,1
good,1
awesome,1
fantastic product,1
good performance,1
camera quality not satisfactory,1
good product,1
camera quality is very bad,1
buy it this realme narzo,1
ok,1
pathetic mobile,1
best phone,1
camera,1
very very bad phone,1
very nice,1
very bad product don,1
i dislike this phonebogus result of camerabad quality of cameraworst phone,1
nice product,1
good,1
like perfect cell,1
good performance,1
vary bad products hi,1
nice,1
all,1
good,1
this is best phone under this price good performance,1
nice product battery camera i am happy,1
good,1
very quick action,1
very good phone in this budget,1
worst camera experience need refund urgently,1
the media could not be loaded,1
camera quality bahut kharab hai plz refund my money,1
nice product,1
good,1
camera quality not good,1
camera quality is low,1
good quality i am very happy to purchase this one thank u amazon,1
nice product by realme,1
ok good camera quality and display quality is best under this price,1
all most perfect,1
good choice,1
quality of rear camera excellentfront camara is normalbattery is going very wellnot correct in fingerprint sideeverything else is very tremendous,1
good,1
camera quality is good,1
good product,1
the media could not be loaded,1
mi,1
nice pics,1
pretty good for general use,1
this product is hang productno replacementno refund no return,1
no,1
nice product friends,1
ok,1
company cheated and earn money through the sale offer and giving second hand phone at the cost of new one,1
yes,1
all good about in this mobile phone,1
best product mobile phone best features like this product thank you buy this phone reale marzi,1
amazing,1
using phone for,1
i will recommend to go it as it,1
very good product from realme battery is very powerful of narzo,1
nice,1
just bought mobile last month and within,1
it is wonderful producti really liked this phoneand camera and sound quality alsoas as well as fingerprint sensor,1
mobile phone is awsm,1
excellent phone and best camera phone under,1
amazing,1
realme narzo,1
best,1
nice,1
nice,1
headphone se baat nhi ho rhi h,1
phone camera quality very poor,1
it photo camera very nice,1
bed item,1
battery and camera very poor quality,1
the media could not be loaded,1
nice mobile and good looking,1
good,1
best,1
wow,1
worst ever camera mobile till now and too much price according to specifications,1
camera quality is very nice,1
got it as a gift for my dad,1
super and outstanding performance,1
awesome,1
the media could not be loaded,1
